full_text,sentiment
@tacher_uribista @ElRepublicano09 Abucheada infernal al ‘cacas’ @petrogustavo en Medellín https://t.co/zyLqLh1SkE,1
@echeverry_sol: Bueno y a todas estas como entraron armas de largo alcance a Medellín?,0
Si se robaron $550 millones de pesos en oro en el atraco de ayer en Medellín https://t.co/MnFp7JWXZz,1
"(DENUNCIA) El posible «Falso Positivo» en el frustrado atraco de las Vegas, en Medellín https://t.co/PC3km9wQa5 vía @ifmnoticias",0
"Hoy estuvo Petro en Medellín y unos señores vendedores de videos templados, de mangos y de ventas ambulantes en general, insultando a Petro. Más patéticos no pueden ser.",0
"@rdubenalvarez: 🐦 El Colibrí, Cerro el Volador, Medellín, Colombia 🐦 https://t.co/n93gnZHlwV",0
"@JACastanoHoyos: @monicaoo @FiscaliaCol Qué va, Mónica. La verdad es esta, cualquiera en los barrios de las periferias de la ciudad lo s…",1
@DanielEsPareja @petrogustavo Pero no son como 16 casas solo en Medellín?,0
@MissPoirot07: El Pacto Histórico se toma hoy Medellín para demostrar que #MedellinEstaCambiando todos invitados. https://t.co/FilTMH3Orf,0
"@mandragorinho: #MedellínEstáCambiando Por eso, Petro, hoy en Medellín, juega de local.",0
@JoseMejiaCD Medellín y Antioquia se respeta.,0
"@JACastanoHoyos: @diomevgomez Ciudadanos casi linchando asaltantes tampoco es una buena noticia, Diomer. Lo que señalé de fondo, y que m…",0
"@subcantante @ISAZULETA @SusanaBoreal @PactoHMed @PactoCol Parcero, ¿usted si conoce las calles de Medellín? No creo.",0
@jatirado_oc: #Medellín Millonario robo en la autopista entre Medellín y Bogotá https://t.co/8QP35LIpTT https://t.co/MS4aSulzQQ,0
Si ve @GustavoBolivar que en Medellín @petrogustavo llena pero para gritarle fueeeera https://t.co/jPmDEVktRB,1
@AquinoTicias1: Alrededor de 20 hombres armados con armas largas disparando a plena luz del día en Medellín. ¿Cuál es el poder real de l…,0
#Medellin | ASI FUE EXPULSADO PETRO DE MEDELLIN SECTOR EL HUECO LA GENTE LE GRITABA ESTA ES TIERRA URIBISTA. https://t.co/yzBs9tCnfs,1
@ElRepublicano09 *ASI FUE EXPULSADO PETRO DE MEDELLIN SECTOR EL HUECO LA GENTE LE GRITABA ESTA ES TIERRA URIBISTA.* https://t.co/901Lq7wN61,0
"@jj106 Hola Jorge, la hija de la señora hace parte de la Red de escuelas de música de Medellín, donde trabajé hasta hace unos meses.  Si bien yo no puedo garantizarte nada, comparto esto confiando en ella.",0
"@petrogustavo Desgraciado, en Medellín nadie te admira ni respeta. Feliz día del payaso!",1
#Medellín Millonario robo en la autopista entre Medellín y Bogotá https://t.co/8QP35LIpTT https://t.co/MS4aSulzQQ,0
"@nisurdo Claro!!
Hay varios.
Mira el trino que yo cité, tiene un hilo de videos del #FueraPetro que le gritaron hoy en Medellín.",0
"Yo los amo más, y soy paisa.
Ya estamos prevenidos con lo que nos pasó con Quintero, no creo que nos vuelva a pasar.
Fuera los izquierdosos de Medellín, acá no tienen cabida aunque Daniel Quintero les abra las puertas de nuestra ciudad..
Fueraaaaaaaa. https://t.co/kARidt80UI",1
"@Felipe41510: Mi Medellín hermosa!
Escuchalo muy bien #matarife
##antioquia_no_es_Uribe
#PetroPresidente2022
#medellinestaconquintero
#m…",0
"@sanvalgo @ISAZULETA @petrogustavo Todos están en su derecho, pero vale la pena mirar ambas caras de la moneda. Esto también fue en Medellín https://t.co/M8czvNGoCo",0
@CompromisoCiud6: Hoy hace 22 años nació @compromisociu en Medellín. Hemos demostrado que se puede cambiar la política y transformar la…,0
Que ganas de estar en Medellín 😎,1
"@monicaoo @FiscaliaCol Qué va, Mónica. La verdad es esta, cualquiera en los barrios de las periferias de la ciudad lo sabe: en #Medellín mandan las bandas. 
(Y en algunas zonas, lo mismo que en #Cali o #Bogotá, con apoyo de agentes uniformados y de civil de la @PoliciaColombia)",0
"@JoseMejiaCD https://t.co/4rmvIjFi8T

Los únicos temen es los testaferros y lavadores no pagan en la Dian

Medellín está secuestrada por la narco economía",0
@petrogustavo Pon la puteada y la echada que te hicieron en el centro de Medellín.,0
@petrogustavo Te sacaron de Medellín …. Fuera fuera ….,0
"Que excelente ver como en Medellín le gritan ""FUERA"" a Petro.",0
"@pepemujicacom Hola, soy de una ciudad llamada Medellín, que se encuentra enclavada en el Valle de Aburrá; por donde se mire hay montañas y en el centro corre el río Medellín. Pertenece al departamento de Antioquia, de la República de Colombia. Cuídese don Pepe.",1
@GerardoASalaza3: ¡URGENTE! APLAUSOS Y CHIFLIDOS A PETRO EN SU VISITA A MEDELLÍN https://t.co/NjeXu5ZZA0 a través de @YouTube,0
"Mi hermano: me voy pa’ Medellin
Yop: https://t.co/9nZvzblYf6",0
¡URGENTE! APLAUSOS Y CHIFLIDOS A PETRO EN SU VISITA A MEDELLÍN https://t.co/NjeXu5ZZA0 a través de @YouTube,1
"#ElPaísEnVivo En Medellín @petrogustavo estrena ""parche"" promovido por aliados del alcalde @QuinteroCalle. También fue encarado por unos detractores en el centro. 

https://t.co/cdYNYpUqhx https://t.co/p7zc5sgo92",0
Hace rato no veía una tarde tan soleada en este Medellín...,1
"Petro llegó a Medellín y salió limpiecito de ahí, que los uribustas le propongan a Uribe que arrime a Pasto pa que vea cómo sale XD",1
"En robo de Medellín se unieron dos organizaciones ilegales, con delincuentes de Bogotá, Sucre, Huila y extranjeros https://t.co/xwAMV8ODOU",0
@Daniel_VasquezT: Hoy unos policías en Medellín se enfrentaron a más de 15 delincuentes armados con rifles y chalecos antibalas. Que poc…,1
"La policía de Medellín detuvo a 11 personas, una de las cuales resultó herida, durante un robo frustrado a un depósito de oro en una zona del sur de esa ciudad colombiana.

https://t.co/ZIVvo6Ocno",1
"La policía de Medellín detuvo a 11 personas, una de las cuales resultó herida, durante un robo frustrado a un depósito de oro en una zona del sur de esa ciudad colombiana.

https://t.co/Y5m43AiO8z",0
"#PactoHistorico es  repudiado en Medellín, expulsan a @petrogustavo y le gritan terrorista, hampón, asesino, mafioso, fuera, fuera. https://t.co/wxkz9mQeYu",1
"@eljosequillero @richizuluaga Jajaja lo lleno de sindicalistas pirañas que viven de lo público, Medellín no es petrista ni lo será payaso 🤡",0
@AugustoCesarAn6: @willj84753699 @HFCardonaG @JoseMejiaCD Medellín es segunda ciudad más grande de Colombia. Es obvio usted tiene sus ur…,0
@Ivan99272527: @willj84753699 Uribe viendo lo que está haciendo Medellín. https://t.co/xC7vYseS4p,0
"@Friendlypet70 @mas_medellin @miapelaez @BluRadioCo Debería ser así, pero no sucedió con el Metro subterráneo en Bta y se perdió una cantidad importante de dinero solo por temas políticos.",1
@eppl2_: Mor tantos robos en Medellín y ud y yo nada que nos robamos,1
"@lui052014: A Petrosky lo sacaron de Medellín, sector el Hueco.  Ahí pueden ver cómo son de “mentirosas” las encue$ta$ https://t.co/OOyG…",0
@jedi_col Razón tiene poncho Zuleta se le calentó la arepa y volteo ah  @AlvaroUribeVel  en Medellín,0
"Nuestro socio estratégico @CroweColombia abre una vacante laboral para Asistentes de Auditoría (I y II) en la ciudad de Medellín, si quieres postularte, visita nuestra página de Linked In, allí encontrarás toda la información al respecto. https://t.co/ZPcYsZ9YoO https://t.co/hpepslzE1c",1
Bueno y a todas estas como entraron armas de largo alcance a Medellín?,0
"@lui052014: En Medellín echan a Petrosky, sector el Hueco.  Las encue$ta$ son compradas? 🤭🤔🤪 https://t.co/WXZ6ENNOUN",0
"El hampon @petrogustavo llenando plazas, centro de Medellin https://t.co/40iOcVYb9d",0
Entonces el robo en Medellín no fue frustrado? Y Quintero que está a punto de condecorarse a si mismo presumiendo de su mejor policía del país (la mejor gracias a él claro),0
@sermeca @sebaslopezv @petrogustavo Oigan a este triple hpta !! Lavador sos voz !! El@hueco es de trabajadores!! No se lava dinero hpta!! Muy ardida por q en Medellín no queremos ese zarrapastroso de @petrogustavo váyase con el entonces !! Por q de Colombia esa rata jamás será presidenta,0
"@calindignado: FUERA GUERRILLERO!!
Le gritan @petrogustavo en #Medellin 
 https://t.co/UfI1smqPhY",0
El cartel de Medellín le hizo mucho daño a la ciudad y los que conocen al Sicario no le perdonarán el genocidio. https://t.co/xteGw8hW75,0
"@HonestoPais: Linchan a @Petro en Medellín👏👏👏
#ColombiaRepudiaAPetro",0
@SofyCasas_: Hilo interesante de la abucheada hoy en a Medellín al Chávez colombiano. Fuera @petrogustavo de Colombia.,0
"‼️-Terrorista!!!… le grita el pueblo de Medellín a Gustavo Petro, está es la verdadera encuesta!!‼️@GUSMALDONADOS https://t.co/WjwnKSzAWl",0
"Medellín reconstruye su pasado violento y constantemente hace memoria de sus resistencias.Por ésa razón la reconocemos por  sus victorias positivas.Un ejemplo de Innovación para el País y sin duda  (llena de gente emprendedora, amable,solidaria).No más definición de ""Metrallo"".",0
"@SaqueLargoWin Junior
America
Cali
Santa fe
Medellin",0
"@DanielEsPareja @isamg6 @petrogustavo Ahh no en Medellín si es diferente, allá siempre gana Uribe por paliza. Ese es el feudo natural de el. Lo que es en la costa y Bogota que ni se aparezca el uribismo, acá hay mucho repudio a ellos en su mayoría, sin duda cada Region tiene su ideología política marcada!!",0
"Es reconfortante ver como los Colombianos de bien,los trabajadores,los emprendedores,rechazan  el pacto de bandidos.
La inmensa mayoría de Colombianos  rechazamos  a el hampon  Petro.
Medellin lo saco corriendo!!!
Los incautos eunucos mentales y drogadictos son inmensa minoría!!!",0
"@andresportillo_ @petrogustavo Que ternurita el domiciliario, las vendedoras de helados y de masmelos y los vendedores de imitaciones chinas del centro de Medellín. 
Defendiendo a un sistema que es el que los tiene ahí, fregados, sin oportunidades. 
Uribe les corta las piernas y les vende las muletas.
Títeres!",1
"@cecilopez_m   yo esperando que me contará esto 👇👇👇👇
Amo a Medellín . Dios bendiga a Medellín ...... https://t.co/rZGTrCADWZ",1
"Es el pueblo hermoso!! Los venteros estacionarios, vendedores informales, en el corazón de Medellín. 
Los paisas ponemos presidente!! https://t.co/Og4hkJQFeC",0
"🎬 @petrogustavo, al meterse a El Hueco, en el centro de Medellín, desafió la economía subterránea, las mafias y las 35 convivir que controlan el centro. El Hueco es el poder del contrabando y el lavado de activos de La Oficina. Petro, ese voto es mafioso. https://t.co/dUZBehC7Ic",1
FURA HIJUEPUTA DE MEDELLIN Y DE COLOMBIA FUERA RATA https://t.co/STgD9a0W3l https://t.co/r3POZDMzOJ,0
@Acosta497 SACARON A PETRO DE MEDELLIN viva @AlvaroUribeVel viva argiro y sandra https://t.co/IKStwkitj4,0
"@sicsuper Gracias por la respuesta.
El pasado #DíaSinIva hice una compra de un celular en @Alkosto de #Mayorca en Medellín, me dicen que ya no tienen en bodega pero q si lo compro me lo envían la próxima semana (fui muy enfático en q lo necesitaba esta semana ya que mañana tengo un viaje)",0
"Fuera Petro, es otro Maduro,  le gritaron en Medellín a Petro. 😚😚😚😚 https://t.co/sArHKUHPIM",0
@diamaov @PoliciaMedellin @acevedossa Secretario de seguridad no hizo nada eso no sirve aca en medellin es un estorbo,0
@ANAMUNERA8: A @petrogustavo le supo a Mierda💩 venir a Medellín! 🤣🤩👏✌💪🇨🇴 fuera asesino!!!! Aquí no vengas q nada tenes q hacer aquí¡!🤢 h…,0
"@petrogustavo ¡FUERA GUERRILLERO HIJUEPUTA! (Movilización de Ciudadanías Libres Medellín, Antioquía. 2021)",0
@petrogustavo Te fue cómo a perro en misa en Medellín!!!😂😂😂,1
@JulianG40747584: Será q hilo muy fino al suponer que lo sucedido hoy en Medellín zona las Vegas fue algo planeado para atacar y despres…,0
"@checholopezm: En Medellín trabajamos en la realización de la #EncuestaCalidadDeVida. 
Recibe al encuestador y ayuda a mejorar la calida…",0
@MargaritaRepo Jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja hablo la que compra votos en Medellín jajajaja vieja ridícula,0
@LizEyster: Visitamos junto con @statePRM a familias de 🇻🇪 que lograron una integración local exitosa gracias al Modelo de Graduación en…,0
"@petrogustavo Tipejo, cómo lo recibieron en Medellín???",0
"@Leo_uribista @ccampo5200 @GUSMALDONADOS Jajajaja, el pueblo de Medellín?...unos contados fachos gonorreas.",0
@1severosojos7: Tal vez me hace falta un viaje a Medellín.,0
"#PetroEsHambre, la verdadera encuesta es esta que muestra el malestar de los ciudadanos de Medellín con la visita de este tipo https://t.co/8NSaZbYqBO",0
"@socioabc @Jokeraton Que hermosura, gracias a Medellín 👏👏👏🥰🥰🥰",1
"@maluma ""El dinero no compra la felicidad"" Quien dijo eso lo dijo antes de que Maluma anunciará su concierto en Medellín",0
"@petrogustavo En Antioquia, la tienes difícil Aureliano, Medellín, no te quiere no te soporta y ahora con la revocatoria de tu pupilo Pinturita Quintero Alcalde, mejor no pasar por la ciudad, esos paisas te chiflan y te sacan....si no te dejaron hacer campaña hace 4 años menos hoy...😡🤬 https://t.co/Siq7HEwGU6",0
¿Coincidencia? Número que aparecía en la volqueta del robo en Medellín salió en el chance https://t.co/g2LehorIxw,1
"@richizuluaga 10 pelagatos chiflaron a Petro, puros viejos decrépitos adoctrinados por RCN y Caracol que aplauden como focas la pobreza y miseria de Uribe. Mientras tanto Petro una vez más lleno Medellin de miles de personas, los inteligentes y que queremos cambio estamos con el!! https://t.co/SMApims2QF",1
@hernancadavidma Medellín y Antioquia te agradecemos @hernancadavidma,0
"@giovannyenciso: Medellín, dura plaza para Petro, pero tuvo la valentía de caminar por sus calles recibiendo aplausos y chiflidos.  http…",1
@aycanelitaa no voy a estar en medellin X_x,0
@Jlmedina168: Ya salió Martha Lucía a visitar a los héroes motorizados en Medellín?,1
"@GermanV_CDemocr: Solo 75.000 firmas se recogieron para la revocatoria del pésimo mandato del Alcalde @JorgeIvanOspina, por tanto se cay…",0
"@ELTIEMPO @ColombiaET Antier balacera en Cali, ayer balacera en Medellín y hoy balacera en Barranquilla https://t.co/rJmsXZRbsd",0
En Medellín abuchearon a @petrogustavo. 😍 https://t.co/D3eBRVrlNA,0
"https://t.co/gSMauQNIqp
Antioqueños a la avanzada.
El primer alcalde revocado en el pais, va a ser el comunista de Medellín",0
"Así esta Colombia, Medellín  indignada por el candidato @petrogustavo debería estar en la cárcel, y le gritan terrorista, guerrillero, hampón, asesino, mafioso.
#ColombiaRepudiaAPetro. 
#ColombiaRepudiaAPetro https://t.co/4OvSeXhCqm",0
@Elkinnain1 @petrogustavo @AlvaroUribeVel @OIZuluaga https://t.co/IKStwkitj4 FUERA @petrogustavo DE MEDELLIN fuera carajooooo 😂😂😂,1
@JulianMoncadaE: 🤣🤣🤣🤣 Da mucha risa pensar en el equipo de logística que tiene el Alcalde de Medellín encargado de llevar el atril a tod…,1
"@isamg6: @AndresElGury @petrogustavo @QuinteroCalle Gury, ustedes son otro nivel. Tú y tantos que le han puesto el alma a la revocatoria…",1
"@BLUAntioquia: Políticas públicas de salud han sido más un gasto que inversión en Medellín, dice la Contraloría  https://t.co/C5IMEt3xam…",0
"@Jlmedina168: #MedellinEstaCambiando
#MedellinEstaCambiando
Medellín ya no es uribista. https://t.co/8EwUHaNwpA",0
"@eljosequillero @isamg6 @petrogustavo Como debe ser, pero acá en Medellín no creo.
Yo lo que pregunto en la calle, esto por acá sigue gustando del uribismo.",0
Maluma promete que su concierto en Medellín será “el mejor” de su carrera https://t.co/N4U4eJTmFj,0
"Ese es otro Maduro, le gritan a Petro en Medellín. 
🤗🤗🤗🤗🤗🤗😶 https://t.co/llEfY1zm5s",0
"@LABASECentro: Le fue cono a perro a @petrogustavo en mi MEDELLIN ,VIVA MEDALLO  VIVA @AlvaroUribeVel https://t.co/IKStwkitj4",1
Quiero volver a Medellin 🥺,1
@DanCritico92: Tenemos un nuevo tiro propuesto por @QuinteroCalle. Medellín es la ciudad más vigilada de Colombia y por eso ningún delin…,0
@petrogustavo Diga la verdad de como lo recibió #Medellin no se mienta a si mismo y a sus seguidores https://t.co/zCiEcXwULl,0
"Claro, puros bots jajajaja la realidad es como lo que pasó hoy en Medellín, lo sacaron abucheado, insultado y degradado como la basura que es. https://t.co/0Yd95AYjGV",0
"Le fue cono a perro a @petrogustavo en mi MEDELLIN ,VIVA MEDALLO  VIVA @AlvaroUribeVel https://t.co/IKStwkitj4",0
@BluRadioCo Se les olvidó deciles a los del atraco ayer en Medellín,1
"@Jlmedina168: El dólar sube a casi $3.900, pánico económico y desastre de Iván Duque #MedellinEstaCambiando
#Medellin
https://t.co/Rz4jH…",0
@ElRepublicano09 Un buen ejemplo dio medellin hoy,0
@estebanrestre: El Cuerpo Oficial de Bomberos Medellín atiende incendio estructural en el sector Carpinelo - Comuna 1. No se reportan he…,1
"@Leo_uribista @cascarabiastwit @GUSMALDONADOS jajajajjajajja el ojibrota´o a medellin, no pudo llevar la comitiva, jajajjajajajajjaja
LOSER @petrogustavo",0
"Cerca a #Medellin  se empieza a desarrollar una industria especializada en #CannabisMedicinal no psicoactivo. En #Colombia desde 2016 está permitido el consumo y acceso al Cannabidiol (CBD) para uso medicinal y terapéutico. 

Ver video en: https://t.co/NHVvpcCR6V https://t.co/7CVDoLtx6o",1
"🛑MAÑANA en Medellín:
https://t.co/yMW5hyjkOO https://t.co/gNKfauZMHV",1
"Ocho viviendas consumidas deja un incendio en la comuna Popular de Medellín. 
En las casas afectadas vivían 26 personas. No se registran heridos ni desaparecidos. https://t.co/xdbmnJbDWq",1
@petrogustavo Muy diferente un auditorio a las calles del centro MEDELLÍN se respeta https://t.co/w2w8jvfWIb,1
"@HonestoPais: Colombia se hace respetar 👏👏👏#ColombiaRepudiaAPetro
#ColombiaRepudiaAPetro 
#ColombiaRepudiaAPetro lo expulsan de Medellín…",0
"Medellín, allá voy. https://t.co/1f6SZLIvFy",0
@Nestor_Lagos @sebaslopezv @petrogustavo Aca en medellin no le comemos cuento a esos hptas ni a ninguana minga narco aca no señor van a comer de indigenas? Indignos mas bien,0
"@Winchester_Musk: Este es un (🧵) hilo sobre Álvaro Uribe Vélez, exdirector de la Aeronáutica Civil, exalcalde de Medellín, exgobernador…",0
"@sebaslopezv @petrogustavo Concejal, no mienta. El Hueco es el ""lavadero"" más grande que tiene Medellín. El centro lo manejan 35 convivir que controlan cada centímetro de espacio público donde los venteros ambulantes tratan de rebuscarse el diario. Ni hablar del contrabando y el cambio de divisas.",1
"Desde Washington: He solicitado medidas cautelares en la CIDH para que se protejan los derechos de la oposición y la libertad de prensa en la ciudad de Medellín, hoy amenazados por el hostigamiento del alcalde Daniel Quintero. https://t.co/fdQy9CYVB4",0
"@Jlmedina168: #MedellinEstaCambiando, Petro va punteando las encuestas en esa ciudad por encima de Falsardo y Matarife.

¿Si eso no es u…",0
@AdalbertoCienf1: @Petrorianosky15 @ManuelPetrosky1 @328Marle @HermanDiazLuna @CABLEPOLOMBIA @Lachavitadel8 @Maritza96 @willj84753699 @N…,0
@petrogustavo Bastante diferente lo que muestra en redes de la realidad en las calles MEDELLÍN se respeta https://t.co/z231i5Xhz5,0
"@rtvenoticias: 3 heridos y 11 detenidos, es el balance que ha dejado, en Medellín, Colombia, el tiroteo entre una banda organizada y la…",1
@Mauricio1963: Ahhhh... Y Luis Carlos Vélez @lcvelez y Cia. nos dicen que el Hampón de Petro va sobrado en las encuestas.  En Medellin e…,0
@petrogustavo Bonita la chiflada que te mamaste en Medellín!,1
¡Brutal! Sacaron corriendo a la rata de petro del centro de Medellín. Los Paisas siempre pioneros en todo. https://t.co/ikOhQan9UA,0
@alvaroguti55: @JuMaJaRa @QuinteroCalle Y tamaña noticia Bomba la tenían guardada con llave en caja fuerte para que NADIE en Medellín se…,0
"543: el número de la volqueta en el robo de #Medellín, cayó en el chance horas después #AvenidaLasVegas https://t.co/ZS6UUcPDlU",0
"@berthatulia27: ""Si Medellín y Antioquia cambian el país cambia""dijo Petro,como la ve?",0
@arleydeportes @ABucaramanga Necesitaban un útiles quien más q un jugador del Medellín,0
"@orlandopitaga Señores medios de desinformación esta si es una encuesta real.
Colombianos sigamos el Ejemplo de Medellín🇨🇴se respeta no somos idiotas.
#PetroSeraDetorrado
#CabalPresidente2022
👁 🇨🇴 🇨🇴 es Democracia no queremos dictadura. https://t.co/ZZmbDLHzgc",0
"Así lo saca hoy hoy en día a @petrogustavo  en Medellín, y el convencido que según sus encuestas  toda Colombia lo apoya.😄
#DePeliculaEs
#SuperamosAlCineCon https://t.co/2kPNtP64AT",1
"Petro se metió a la tierra más trabajadora, más pujante del país y lo sacaron como perro.
¡Medellín no come cuento!",0
@ANKARA300: Jovenes Cabal tratando de robar bodega con oro en El Poblado en Medellín,0
@maluma por qué no soy de medellin,1
"En Medellín echan a Petrosky, sector el Hueco.  Las encue$ta$ son compradas? 🤭🤔🤪 https://t.co/WXZ6ENNOUN",1
@ganzap: Fuera rata comunista de Medellín! Fuera!,0
@CaliCivicaYA Nahh pero poner a Medellín de ejemplo da es risa. No se sabe cual de las dos ciudades está peor,
"Frustran #Robo en empresa de #Oro en #ElPoblado en plena #Balacera
#Policial #Medellin

https://t.co/zSzZiiE1PD",0
"Medellín, te extrañaba, por fin estamos juntos de nuevo. 🤍💚 https://t.co/lLWbPAIvzU",1
"@VozdeAmerica: La Aeronáutica Civil de #Colombia aprobó a la aerolínea Viva Air 16 nuevas rutas a diez ciudades de #EEUU, desde Bogotá,…",0
@FisicoImpuro Ya lo sacaron como lo que es …. Una RATA🐀🐀🐀 fuera de Medellín,0
A @petrogustavo le supo a Mierda💩 venir a Medellín! 🤣🤩👏✌💪🇨🇴 fuera asesino!!!! Aquí no vengas q nada tenes q hacer aquí¡!🤢 https://t.co/unXuaBOblG,0
"Frustran #Robo en empresa de #Oro en #ElPoblado en plena #Balacera
#CadenaInforma #Policial #Medellin

https://t.co/RLNCf1666B",1
"@petrogustavo Hdlgpt no sea mentiroso, esa foto es falsa,casi lo joden a piedra y a insultos en el centro de Medellín, esas fotos chimbas se las creen en Narnia, payaso.",1
@Bio_Saurus @petrogustavo Medellin se ISO sentir fuera guerrillero,0
Cuando me preguntan que porque AMO MEDELLÍN 😍😍😍😍😍 https://t.co/FCXblcDWoC,0
"Si NO se hubiera presentado la TOMA NARCOTERRORISTA (M-19 y Cartel de Medellín en cabeza de Pablo Escobar) NO hubiese habido RETOMA...

Felicitaciones a petro y Navarro por esta MASACRE a la JUSTICIA Colombiana... https://t.co/OS5vzFZp3P",1
@petrogustavo 🤦🤣🤣 Más bien por qué no habla de la ECHADA DEL HUECO en Medellín a  los Paisas se Respetan ELLOS NO S9N IZQUIERDOSOS,1
@esciclismo: Óscar Sevilla seguirá un año más en el Team Medellín - https://t.co/Xarq93465t #ciclismo,0
"@diamaov @PoliciaMedellin @acevedossa Valiente medellin soportarla a usted su esposo acabando con la ciudad, valientes todos nosotros ver la ineptitid, carrupcion y malos manejos de nustros impuestos, valientes nosoros aguantar sus tonterias",1
Lo que pasó hoy en Medellín llena de esperanza. No dejaremos subir a ese dictador en potencia🙏🇨🇴,0
"“Las discusiones en torno a la llegada de una 5ª Revolución Industrial no pueden ser ajenas a lo público”, ha declarado el Gobernador de Antioquia en el  Foro Compliance de Medellín https://t.co/w1AtYjhygH por: @LawAndTrends @moncadaABG",0
@maluma me pagas el viaje a Medellín?😏,0
"La Aeronáutica Civil de #Colombia aprobó a la aerolínea Viva Air 16 nuevas rutas a diez ciudades de #EEUU, desde Bogotá, Medellín, Cali, Cartagena y Cúcuta, con una frecuencia de siete vuelos semanales por destino.
https://t.co/Fnq7j9m6AG",0
"@MaraPaz38508965: Nos vemos!! Medellín con Petro, #MedellinEstaCambiando",0
"FUERA GUERRILLERO FUERA DE MEDELLIN ,VIVA @AlvaroUribeVel @OIZuluaga 🇨🇴♥️🇨🇴♥️ https://t.co/gWDrkSvxfG",0
"A Petrosky lo sacaron de Medellín, sector el Hueco.  Ahí pueden ver cómo son de “mentirosas” las encue$ta$ https://t.co/OOyGj59GGn",0
@maluma F porque no soy de Medellín 🥲,1
"@LeeMaleja No busques eso, qué tal que lo encuentres jaja.

Me encantaria pero lo más probable es que no vaya a estar en Medellín, a no ser que los del peaje de la vía al mar me pidan el carnet de vacunación, en tal caso tendría que devolverme porque no tengo 😬",0
"@eroox_kinky: Tal cual...
#empleo #trabajo #colombia #venezuela #seguidores #bogota #caracas #siguemeytesigo #likesforlike  #followforfo…",0
"@iureamicorum: Que gran Encuento en Medellín de @ColombiaIcon. Ha sido hermoso volvernos a ver, discutir y compartir juntos. Una gran fa…",0
@tobonvillada Los payasos hacen reír ellos no gobiernan pero este cree que Medellín es un chiste malo y el único malo acá es el.👌,0
@petrogustavo Hola Petro no sos bienvenido. Medellín no te pertenece ni a vos ni a Quintero https://t.co/fhyrFkamoQ,1
@Danielelchiney3: Qué como le fue a petro en su ensayo de venir a Medellín a ver su caudal de votación? Pues vean este hilo.,0
"@hhrrccbb: @MarioNoriegaT1 con la pequeña diferencia en que la foto de la derecha, hay metro de alta capacidad. @MarioNoriegaT1 mirar el…",0
@maluma vendo todo me voy a medellin a tu show ahRE,0
"Hermosa Medellín.

El Buitre creyó que el centro de Medellín es el centro de Bogotá, donde lo reciben con aplausos drogadictos y delincuentes a quienes consintió a costa de los impuestos de los Bogotanos. https://t.co/21E6TxSeym",1
"@Mistermopilas Uno está cosechando rechilflas en Medellín, no estan todos. 😉",0
"@Rohgal: Luego del show mediático del alcalde Quintero, la evidencia señala que el hurto sí se consumó, que es millonario y que capturar…",0
@ClaudiaLopez Si las armas están prohibidas por que las bandas criminales como la que hizo el robo en Medellín ayer tenían fusiles de asalto y pistolas automáticas? Se nota que sirven mucho esas prohibiciones. Boba tan boba.,0
"@Tercer_Canal: 🔴📽️#HOY 12:30PM 

 ✅ @petrogustavo en #Medellin El líder de la @ColombiaHumana_  le habla a los EDUCADORES EN ANTIOQUIA…",0
Los memes que dejó el frustrado intento de robo en Medellín https://t.co/zLzvE2WWBQ,1
"@petrogustavo Te sacaron del centro de Medellín como lo que eres, un perro guerrillero! 😂😂😂😂😂😂",0
"@Dona_Pily2 Siempre ha sido así, Colombia es estratégicamente apetecida por el comunismo radical representado por el socialismo del siglo XXI para sus intereses expansionistas aliado con grupos terroristas e inmerso en negocios ilícitos, el rechazo en Medellín hoy es un despertar alentador",0
"Uds saben cuántos votos pone el centro de Medellín?
😎❤ estoy llena de esperanza con mi tierra,  acá no fue ojibrotado hp",1
@RedMasNoticias: #Video | ¡Indignante! Delincuentes armados hurtaron dinero y joyas a los clientes de un restaurante de carretera en Gua…,0
"@LaIndependenci1: #Actualidad La Provincia de Sugamuxi le pone la ruana a las esculturas de Botero en Medellín. 
@CasadeBoyaca @AlcSogam…",0
@JuliaCorreaNutt: Revocatoria de Quintero podría votarse en elecciones de marzo https://t.co/0WqNSJ6Rh1,1
"MEDALLO EN EL MAPA!!!! 
El show más hp que va a tener la ciudad de Medellín. AMÉN 🙏🏻",0
"@CristoyTu_ José Luis un gran saludo desde Medellín Colombia no me pierdo tus publicaciones. Quería compartir con Tigo que aquí pusieron obligatoria la vacuna para asistir, a restaurante, cine, estadios y a todo sitios donde vaya asistencia de muchas personas incluidas las iglesias",0
Yo siento que en Medellín hay muy buenos actores… Los mejores al parecer ejercen en cargos de elección popular.,0
"Suerte mari...k, le gritan en Medellín al señor @petrogustavo, y no de equivocan ese tipo tiene todos los vicios por haber. https://t.co/jpFZmmV4o2",0
"@NoMasUribismo: Que siga temblando el uribismo porque Medellín ya no les pertenece.  #MedellinEstaCambiando Con P de Pacto 
Con P de Pro…",0
"@SANTIAGOLMB: Gran operativo, excelente labor policía de Medellín,@PoliciaMedellin Ojalá mañana no salga un genio Juez a darle casa por…",0
"Hoy Medellín me devolvió la esperanza 💪🏼😎
Fuera de Medellín @petrogustavo Medellín no te quiere, Antioquia no te quiere. https://t.co/cZtAvO5TCP",1
